Mood,DateRaw,type,noteMood,date
Не более 2 часов игр в день. Потом это уже не отдых,"January 03, 2024 at 10:21AM",note,nervous,1/4/2024 0:21:00
Neutral,"January 3, 2024 at 08:57PM",mood,,1/4/2024 10:57:00
Neutral,"January 3, 2024 at 09:41PM",mood,,1/4/2024 11:41:00
Nervous,"January 3, 2024 at 10:28PM",mood,,1/4/2024 12:28:00
Neutral,"January 04, 2024 at 12:45AM",mood,,1/4/2024 14:45:00
Neutral,"January 4, 2024 at 01:33AM",mood,,1/4/2024 15:33:00
Neutral,"January 04, 2024 at 05:45AM",mood,,1/4/2024 19:45:00
Neutral,"January 4, 2024 at 09:34PM",mood,,1/5/2024 11:34:00
Neutral,"January 5, 2024 at 01:33AM",mood,,1/5/2024 15:33:00
Neutral,"January 05, 2024 at 08:19AM",mood,,1/5/2024 22:19:00
Happy,"January 05, 2024 at 09:23AM",mood,,1/5/2024 23:23:00
Neutral,"January 5, 2024 at 07:28PM",mood,,1/6/2024 9:28:00
Happy,"January 05, 2024 at 09:08PM",mood,,1/6/2024 11:08:00
Приготовил онигири,"January 05, 2024 at 09:08PM",note,happy,1/6/2024 11:08:00
Neutral,"January 5, 2024 at 11:09PM",mood,,1/6/2024 13:09:00
Neutral,"January 6, 2024 at 12:55AM",mood,,1/6/2024 14:55:00
Happy,"January 06, 2024 at 09:31AM",mood,,1/6/2024 23:31:00
Happy,"January 06, 2024 at 07:39PM",mood,,1/7/2024 9:39:00
Happy,"January 6, 2024 at 07:40PM",mood,,1/7/2024 9:40:00
Планирую год на Камани в одиночестве,"January 06, 2024 at 07:41PM",note,happy,1/7/2024 9:41:00
Neutral,"January 6, 2024 at 08:51PM",mood,,1/7/2024 10:51:00
Neutral,"January 07, 2024 at 02:20AM",mood,,1/7/2024 16:20:00
Nervous,"January 7, 2024 at 04:09AM",mood,,1/7/2024 18:09:00
Nervous,"January 07, 2024 at 06:30AM",mood,,1/7/2024 20:30:00
Neutral,"January 07, 2024 at 08:57PM",mood,,1/8/2024 10:57:00
Nervous,"January 7, 2024 at 10:26PM",mood,,1/8/2024 12:26:00
Nervous,"January 8, 2024 at 12:28AM",mood,,1/8/2024 14:28:00
Nervous,"January 8, 2024 at 12:29AM",mood,,1/8/2024 14:29:00
Neutral,"January 08, 2024 at 07:19AM",mood,,1/8/2024 21:19:00
Neutral,"January 08, 2024 at 03:12PM",mood,,1/9/2024 5:12:00
Neutral,"January 8, 2024 at 10:15PM",mood,,1/9/2024 12:15:00
Happy,"January 8, 2024 at 10:18PM",mood,,1/9/2024 12:18:00
Nervous,"January 8, 2024 at 10:38PM",mood,,1/9/2024 12:38:00
Nervous,"January 09, 2024 at 02:15AM",mood,,1/9/2024 16:15:00
Nervous,"January 09, 2024 at 03:28AM",mood,,1/9/2024 17:28:00
Neutral,"January 09, 2024 at 03:28AM",mood,,1/9/2024 17:28:00
Уехали родители - у меня апатия. Опять как будто долго сдерживался и отхожу,"January 09, 2024 at 03:34AM",note,nervous,1/9/2024 17:34:00
Neutral,"January 09, 2024 at 04:14AM",mood,,1/9/2024 18:14:00
Neutral,"January 09, 2024 at 11:16AM",mood,,1/10/2024 1:16:00
Nervous,"January 9, 2024 at 08:35PM",mood,,1/10/2024 10:35:00
Neutral,"January 9, 2024 at 08:39PM",mood,,1/10/2024 10:39:00
Neutral,"January 9, 2024 at 08:40PM",mood,,1/10/2024 10:40:00
Neutral,"January 9, 2024 at 09:05PM",mood,,1/10/2024 11:05:00
Nervous,"January 9, 2024 at 09:51PM",mood,,1/10/2024 11:51:00
Neutral,"January 9, 2024 at 10:27PM",mood,,1/10/2024 12:27:00
Happy,"January 9, 2024 at 10:58PM",mood,,1/10/2024 12:58:00
Happy,"January 09, 2024 at 11:18PM",mood,,1/10/2024 13:18:00
Накатило много дел - помедитировал и отпустил тревожность,"January 09, 2024 at 11:18PM",note,happy,1/10/2024 13:18:00
Neutral,"January 9, 2024 at 11:35PM",mood,,1/10/2024 13:35:00
Neutral,"January 10, 2024 at 12:27AM",mood,,1/10/2024 14:27:00
Neutral,"January 10, 2024 at 12:56AM",mood,,1/10/2024 14:56:00
Happy,"January 10, 2024 at 04:08AM",mood,,1/10/2024 18:08:00
Neutral,"January 10, 2024 at 04:33AM",mood,,1/10/2024 18:33:00
Neutral,"January 10, 2024 at 06:45AM",mood,,1/10/2024 20:45:00
Neutral,"January 10, 2024 at 09:24AM",mood,,1/10/2024 23:24:00
Neutral,"January 10, 2024 at 08:10PM",mood,,1/11/2024 10:10:00
Nervous,"January 10, 2024 at 10:01PM",mood,,1/11/2024 12:01:00
Nervous,"January 10, 2024 at 10:27PM",mood,,1/11/2024 12:27:00
Neutral,"January 10, 2024 at 10:43PM",mood,,1/11/2024 12:43:00
Neutral,"January 10, 2024 at 11:20PM",mood,,1/11/2024 13:20:00
Happy,"January 11, 2024 at 12:27AM",mood,,1/11/2024 14:27:00
Neutral,"January 11, 2024 at 02:53AM",mood,,1/11/2024 16:53:00
Nervous,"January 11, 2024 at 04:01AM",mood,,1/11/2024 18:01:00
Neutral,"January 11, 2024 at 04:14AM",mood,,1/11/2024 18:14:00
Neutral,"January 11, 2024 at 05:01AM",mood,,1/11/2024 19:01:00
Neutral,"January 11, 2024 at 08:07PM",mood,,1/12/2024 10:07:00
Nervous,"January 11, 2024 at 09:09PM",mood,,1/12/2024 11:09:00
Nervous,"January 11, 2024 at 11:15PM",mood,,1/12/2024 13:15:00
Болею,"January 11, 2024 at 11:15PM",note,nervous,1/12/2024 13:15:00
Neutral,"January 15, 2024 at 06:14PM",mood,,1/16/2024 8:14:00
Neutral,"January 15, 2024 at 07:38PM",mood,,1/16/2024 9:38:00
Neutral,"January 15, 2024 at 09:41PM",mood,,1/16/2024 11:41:00
Neutral,"January 16, 2024 at 12:44AM",mood,,1/16/2024 14:44:00
Neutral,"January 16, 2024 at 02:12AM",mood,,1/16/2024 16:12:00
Neutral,"January 16, 2024 at 03:05AM",mood,,1/16/2024 17:05:00
Neutral,"January 16, 2024 at 05:10AM",mood,,1/16/2024 19:10:00
Neutral,"January 16, 2024 at 05:58AM",mood,,1/16/2024 19:58:00
Happy,"January 16, 2024 at 07:55AM",mood,,1/16/2024 21:55:00
Nervous,"January 16, 2024 at 05:59PM",mood,,1/17/2024 7:59:00
Nervous,"January 16, 2024 at 06:17PM",mood,,1/17/2024 8:17:00
Nervous,"January 16, 2024 at 06:18PM",mood,,1/17/2024 8:18:00
Neutral,"January 16, 2024 at 07:00PM",mood,,1/17/2024 9:00:00
Neutral,"January 16, 2024 at 08:32PM",mood,,1/17/2024 10:32:00
Neutral,"January 16, 2024 at 11:24PM",mood,,1/17/2024 13:24:00
Happy,"January 17, 2024 at 02:19AM",mood,,1/17/2024 16:19:00
Happy,"January 17, 2024 at 03:03AM",mood,,1/17/2024 17:03:00
Happy,"January 17, 2024 at 03:04AM",mood,,1/17/2024 17:04:00
Happy,"January 17, 2024 at 03:04AM",mood,,1/17/2024 17:04:00
Happy,"January 17, 2024 at 04:09AM",mood,,1/17/2024 18:09:00
Nervous,"January 17, 2024 at 06:04AM",mood,,1/17/2024 20:04:00
Nervous,"January 17, 2024 at 07:43PM",mood,,1/18/2024 9:43:00
Nervous,"January 17, 2024 at 09:16PM",mood,,1/18/2024 11:16:00
Neutral,"January 17, 2024 at 09:24PM",mood,,1/18/2024 11:24:00
Neutral,"January 17, 2024 at 11:15PM",mood,,1/18/2024 13:15:00
Happy,"January 18, 2024 at 02:53AM",mood,,1/18/2024 16:53:00
Nervous,"January 18, 2024 at 04:29AM",mood,,1/18/2024 18:29:00
Neutral,"January 18, 2024 at 06:05AM",mood,,1/18/2024 20:05:00
Neutral,"January 18, 2024 at 08:18AM",mood,,1/18/2024 22:18:00
Neutral,"January 18, 2024 at 06:59PM",mood,,1/19/2024 8:59:00
Neutral,"January 18, 2024 at 09:18PM",mood,,1/19/2024 11:18:00
Nervous,"January 18, 2024 at 09:20PM",mood,,1/19/2024 11:20:00
Neutral,"January 18, 2024 at 10:12PM",mood,,1/19/2024 12:12:00
Nervous,"January 18, 2024 at 10:59PM",mood,,1/19/2024 12:59:00
Nervous,"January 19, 2024 at 12:17AM",mood,,1/19/2024 14:17:00
Neutral,"January 19, 2024 at 02:08AM",mood,,1/19/2024 16:08:00
Neutral,"January 19, 2024 at 03:00AM",mood,,1/19/2024 17:00:00
Happy,"January 19, 2024 at 06:15AM",mood,,1/19/2024 20:15:00
Happy,"January 19, 2024 at 07:02AM",mood,,1/19/2024 21:02:00
Happy,"January 19, 2024 at 07:07AM",mood,,1/19/2024 21:07:00
Neutral,"January 19, 2024 at 07:16AM",mood,,1/19/2024 21:16:00
Nervous,"January 19, 2024 at 08:14PM",mood,,1/20/2024 10:14:00
Nervous,"January 19, 2024 at 08:50PM",mood,,1/20/2024 10:50:00
Nervous,"January 19, 2024 at 11:24PM",mood,,1/20/2024 13:24:00
Neutral,"January 20, 2024 at 03:26AM",mood,,1/20/2024 17:26:00
Nervous,"January 20, 2024 at 06:31AM",mood,,1/20/2024 20:31:00
Neutral,"January 20, 2024 at 09:02PM",mood,,1/21/2024 11:02:00
Neutral,"January 20, 2024 at 09:37PM",mood,,1/21/2024 11:37:00
Neutral,"January 20, 2024 at 10:02PM",mood,,1/21/2024 12:02:00
Neutral,"January 20, 2024 at 11:45PM",mood,,1/21/2024 13:45:00
Nervous,"January 21, 2024 at 12:00AM",mood,,1/21/2024 14:00:00
Neutral,"January 21, 2024 at 02:48AM",mood,,1/21/2024 16:48:00
Neutral,"January 21, 2024 at 06:34AM",mood,,1/21/2024 20:34:00
Neutral,"January 21, 2024 at 08:15PM",mood,,1/22/2024 10:15:00
Neutral,"January 21, 2024 at 08:29PM",mood,,1/22/2024 10:29:00
Nervous,"January 21, 2024 at 08:35PM",mood,,1/22/2024 10:35:00
Neutral,"January 21, 2024 at 09:20PM",mood,,1/22/2024 11:20:00
Nervous,"January 21, 2024 at 09:20PM",mood,,1/22/2024 11:20:00
Neutral,"January 21, 2024 at 10:33PM",mood,,1/22/2024 12:33:00
Neutral,"January 21, 2024 at 11:58PM",mood,,1/22/2024 13:58:00
Neutral,"January 22, 2024 at 12:30AM",mood,,1/22/2024 14:30:00
Nervous,"January 22, 2024 at 12:47AM",mood,,1/22/2024 14:47:00
Neutral,"January 22, 2024 at 01:53AM",mood,,1/22/2024 15:53:00
Nervous,"January 22, 2024 at 02:54AM",mood,,1/22/2024 16:54:00
Neutral,"January 22, 2024 at 03:16AM",mood,,1/22/2024 17:16:00
Neutral,"January 22, 2024 at 05:34AM",mood,,1/22/2024 19:34:00
Neutral,"January 22, 2024 at 05:34AM",mood,,1/22/2024 19:34:00
Happy,"January 22, 2024 at 05:46PM",mood,,1/23/2024 7:46:00
Neutral,"January 22, 2024 at 06:48PM",mood,,1/23/2024 8:48:00
Nervous,"January 22, 2024 at 08:40PM",mood,,1/23/2024 10:40:00
Neutral,"January 22, 2024 at 10:07PM",mood,,1/23/2024 12:07:00
Neutral,"January 22, 2024 at 10:52PM",mood,,1/23/2024 12:52:00
Neutral,"January 22, 2024 at 11:44PM",mood,,1/23/2024 13:44:00
Neutral,"January 22, 2024 at 11:52PM",mood,,1/23/2024 13:52:00
Happy,"January 23, 2024 at 01:44AM",mood,,1/23/2024 15:44:00
Nervous,"January 23, 2024 at 02:24AM",mood,,1/23/2024 16:24:00
Neutral,"January 23, 2024 at 02:46AM",mood,,1/23/2024 16:46:00
Neutral,"January 23, 2024 at 04:44AM",mood,,1/23/2024 18:44:00
Neutral,"January 23, 2024 at 08:12AM",mood,,1/23/2024 22:12:00
Neutral,"January 23, 2024 at 06:07PM",mood,,1/24/2024 8:07:00
Nervous,"January 23, 2024 at 08:28PM",mood,,1/24/2024 10:28:00
Nervous,"January 23, 2024 at 09:37PM",mood,,1/24/2024 11:37:00
Neutral,"January 24, 2024 at 02:18AM",mood,,1/24/2024 16:18:00
Nervous,"January 24, 2024 at 02:25AM",mood,,1/24/2024 16:25:00
Neutral,"January 24, 2024 at 03:22AM",mood,,1/24/2024 17:22:00
Neutral,"January 24, 2024 at 04:21AM",mood,,1/24/2024 18:21:00
Happy,"January 24, 2024 at 05:55AM",mood,,1/24/2024 19:55:00
Happy,"January 24, 2024 at 07:26AM",mood,,1/24/2024 21:26:00
Happy,"January 24, 2024 at 07:36AM",mood,,1/24/2024 21:36:00
Happy,"January 24, 2024 at 07:51AM",mood,,1/24/2024 21:51:00
Happy,"January 24, 2024 at 08:02AM",mood,,1/24/2024 22:02:00
Квиз,"January 24, 2024 at 09:01AM",note,happy,1/24/2024 23:01:00
Neutral,"January 24, 2024 at 06:00PM",mood,,1/25/2024 8:00:00
Neutral,"January 24, 2024 at 10:03PM",mood,,1/25/2024 12:03:00
Nervous,"January 24, 2024 at 11:15PM",mood,,1/25/2024 13:15:00
Nervous,"January 25, 2024 at 01:36AM",mood,,1/25/2024 15:36:00
Nervous,"January 25, 2024 at 03:09AM",mood,,1/25/2024 17:09:00
Nervous,"January 25, 2024 at 04:25AM",mood,,1/25/2024 18:25:00
Neutral,"January 25, 2024 at 05:04AM",mood,,1/25/2024 19:04:00
Nervous,"January 25, 2024 at 08:15AM",mood,,1/25/2024 22:15:00
Neutral,"January 25, 2024 at 06:00PM",mood,,1/26/2024 8:00:00
Neutral,"January 25, 2024 at 06:06PM",mood,,1/26/2024 8:06:00
Happy,"January 26, 2024 at 12:19AM",mood,,1/26/2024 14:19:00
"Сделал задачу, погрузился и хорошо поработал","January 26, 2024 at 12:19AM",note,happy,1/26/2024 14:19:00
Всю неделю не мог нормально работать - непонятные задачи,"January 26, 2024 at 12:19AM",note,nervous,1/26/2024 14:19:00
Neutral,"January 26, 2024 at 01:06AM",mood,,1/26/2024 15:06:00
Neutral,"January 26, 2024 at 04:16AM",mood,,1/26/2024 18:16:00
Neutral,"January 26, 2024 at 06:06AM",mood,,1/26/2024 20:06:00
Neutral,"January 26, 2024 at 09:32AM",mood,,1/26/2024 23:32:00
Happy,"January 26, 2024 at 09:32AM",mood,,1/26/2024 23:32:00
Neutral,"January 26, 2024 at 07:40PM",mood,,1/27/2024 9:40:00
Happy,"January 26, 2024 at 08:27PM",mood,,1/27/2024 10:27:00
Neutral,"January 26, 2024 at 10:07PM",mood,,1/27/2024 12:07:00
Happy,"January 26, 2024 at 10:53PM",mood,,1/27/2024 12:53:00
Neutral,"January 27, 2024 at 12:41AM",mood,,1/27/2024 14:41:00
Neutral,"January 27, 2024 at 08:12AM",mood,,1/27/2024 22:12:00
Neutral,"January 27, 2024 at 09:09PM",mood,,1/28/2024 11:09:00
Happy,"January 27, 2024 at 10:33PM",mood,,1/28/2024 12:33:00
Happy,"January 28, 2024 at 12:02AM",mood,,1/28/2024 14:02:00
Neutral,"January 28, 2024 at 12:30AM",mood,,1/28/2024 14:30:00
Neutral,"January 28, 2024 at 01:32AM",mood,,1/28/2024 15:32:00
Happy,"January 28, 2024 at 02:20AM",mood,,1/28/2024 16:20:00
Neutral,"January 28, 2024 at 03:00AM",mood,,1/28/2024 17:00:00
Neutral,"January 28, 2024 at 03:02AM",mood,,1/28/2024 17:02:00
Neutral,"January 28, 2024 at 03:43AM",mood,,1/28/2024 17:43:00
Neutral,"January 28, 2024 at 04:32AM",mood,,1/28/2024 18:32:00
Nervous,"January 28, 2024 at 06:23AM",mood,,1/28/2024 20:23:00
Neutral,"January 28, 2024 at 06:01PM",mood,,1/29/2024 8:01:00
Neutral,"January 28, 2024 at 06:44PM",mood,,1/29/2024 8:44:00
Nervous,"January 28, 2024 at 07:31PM",mood,,1/29/2024 9:31:00
Neutral,"January 28, 2024 at 10:14PM",mood,,1/29/2024 12:14:00
Happy,"January 28, 2024 at 11:33PM",mood,,1/29/2024 13:33:00
Neutral,"January 29, 2024 at 12:25AM",mood,,1/29/2024 14:25:00
Neutral,"January 29, 2024 at 12:57AM",mood,,1/29/2024 14:57:00
Neutral,"January 29, 2024 at 03:43AM",mood,,1/29/2024 17:43:00
Happy,"January 29, 2024 at 04:58AM",mood,,1/29/2024 18:58:00
Neutral,"January 29, 2024 at 05:54AM",mood,,1/29/2024 19:54:00
Сессия с коучем,"January 29, 2024 at 08:59AM",note,happy,1/29/2024 22:59:00
Neutral,"January 29, 2024 at 06:16PM",mood,,1/30/2024 8:16:00
Neutral,"January 29, 2024 at 07:15PM",mood,,1/30/2024 9:15:00
Nervous,"January 29, 2024 at 08:13PM",mood,,1/30/2024 10:13:00
Nervous,"January 29, 2024 at 08:29PM",mood,,1/30/2024 10:29:00
Neutral,"January 29, 2024 at 08:59PM",mood,,1/30/2024 10:59:00
Nervous,"January 29, 2024 at 10:40PM",mood,,1/30/2024 12:40:00
Happy,"January 29, 2024 at 11:01PM",mood,,1/30/2024 13:01:00
Happy,"January 29, 2024 at 11:01PM",mood,,1/30/2024 13:01:00
Neutral,"January 29, 2024 at 11:47PM",mood,,1/30/2024 13:47:00
Happy,"January 30, 2024 at 02:45AM",mood,,1/30/2024 16:45:00
Happy,"January 30, 2024 at 05:46AM",mood,,1/30/2024 19:46:00
Neutral,"January 30, 2024 at 08:07AM",mood,,1/30/2024 22:07:00
Neutral,"January 30, 2024 at 06:00PM",mood,,1/31/2024 8:00:00
Nervous,"January 30, 2024 at 07:33PM",mood,,1/31/2024 9:33:00
Neutral,"January 30, 2024 at 08:28PM",mood,,1/31/2024 10:28:00
Neutral,"January 31, 2024 at 12:39AM",mood,,1/31/2024 14:39:00
Nervous,"January 31, 2024 at 01:08AM",mood,,1/31/2024 15:08:00
Neutral,"January 31, 2024 at 01:09AM",mood,,1/31/2024 15:09:00
Neutral,"January 31, 2024 at 03:48AM",mood,,1/31/2024 17:48:00
Nervous,"January 31, 2024 at 06:31AM",mood,,1/31/2024 20:31:00
Neutral,"January 31, 2024 at 06:04PM",mood,,2/1/2024 8:04:00
Neutral,"January 31, 2024 at 07:44PM",mood,,2/1/2024 9:44:00
Neutral,"January 31, 2024 at 11:04PM",mood,,2/1/2024 13:04:00
Neutral,"February 1, 2024 at 02:09AM",mood,,2/1/2024 16:09:00
Nervous,"February 1, 2024 at 02:12AM",mood,,2/1/2024 16:12:00
Neutral,"February 01, 2024 at 02:40AM",mood,,2/1/2024 16:40:00
Neutral,"February 01, 2024 at 05:01AM",mood,,2/1/2024 19:01:00
Neutral,"February 1, 2024 at 05:40AM",mood,,2/1/2024 19:40:00
Happy,"February 1, 2024 at 05:40AM",mood,,2/1/2024 19:40:00
Neutral,"February 1, 2024 at 07:56AM",mood,,2/1/2024 21:56:00
Nervous,"February 1, 2024 at 07:08PM",mood,,2/2/2024 9:08:00
Neutral,"February 01, 2024 at 07:15PM",mood,,2/2/2024 9:15:00
Nervous,"February 1, 2024 at 09:51PM",mood,,2/2/2024 11:51:00
Nervous,"February 1, 2024 at 09:53PM",mood,,2/2/2024 11:53:00
Neutral,"February 1, 2024 at 10:57PM",mood,,2/2/2024 12:57:00
Neutral,"February 2, 2024 at 01:02AM",mood,,2/2/2024 15:02:00
Neutral,"February 2, 2024 at 02:01AM",mood,,2/2/2024 16:01:00
Neutral,"February 2, 2024 at 02:30AM",mood,,2/2/2024 16:30:00
Happy,"February 2, 2024 at 02:38AM",mood,,2/2/2024 16:38:00
Neutral,"February 2, 2024 at 02:39AM",mood,,2/2/2024 16:39:00
Neutral,"February 2, 2024 at 03:36AM",mood,,2/2/2024 17:36:00
Neutral,"February 2, 2024 at 05:00AM",mood,,2/2/2024 19:00:00
Neutral,"February 02, 2024 at 06:04AM",mood,,2/2/2024 20:04:00
Neutral,"February 2, 2024 at 07:39PM",mood,,2/3/2024 9:39:00
Neutral,"February 2, 2024 at 09:57PM",mood,,2/3/2024 11:57:00
Nervous,"February 2, 2024 at 10:00PM",mood,,2/3/2024 12:00:00
Neutral,"February 2, 2024 at 10:00PM",mood,,2/3/2024 12:00:00
Neutral,"February 2, 2024 at 11:19PM",mood,,2/3/2024 13:19:00
Neutral,"February 2, 2024 at 11:39PM",mood,,2/3/2024 13:39:00
Neutral,"February 3, 2024 at 12:59AM",mood,,2/3/2024 14:59:00
Happy,"February 03, 2024 at 05:04AM",mood,,2/3/2024 19:04:00
Neutral,"February 03, 2024 at 05:04AM",mood,,2/3/2024 19:04:00
Neutral,"February 03, 2024 at 07:40PM",mood,,2/4/2024 9:40:00
Nervous,"February 3, 2024 at 08:42PM",mood,,2/4/2024 10:42:00
Neutral,"February 3, 2024 at 09:55PM",mood,,2/4/2024 11:55:00
Happy,"February 3, 2024 at 10:34PM",mood,,2/4/2024 12:34:00
Neutral,"February 04, 2024 at 12:16AM",mood,,2/4/2024 14:16:00
Nervous,"February 4, 2024 at 01:13AM",mood,,2/4/2024 15:13:00
Neutral,"February 4, 2024 at 01:13AM",mood,,2/4/2024 15:13:00
Nervous,"February 4, 2024 at 01:13AM",mood,,2/4/2024 15:13:00
Nervous,"February 4, 2024 at 01:13AM",mood,,2/4/2024 15:13:00
Nervous,"February 4, 2024 at 01:13AM",mood,,2/4/2024 15:13:00
Neutral,"February 04, 2024 at 06:15AM",mood,,2/4/2024 20:15:00
Neutral,"February 04, 2024 at 07:34AM",mood,,2/4/2024 21:34:00
Neutral,"February 04, 2024 at 06:44PM",mood,,2/5/2024 8:44:00
Neutral,"February 04, 2024 at 08:18PM",mood,,2/5/2024 10:18:00
Nervous,"February 04, 2024 at 08:26PM",mood,,2/5/2024 10:26:00
Neutral,"February 04, 2024 at 10:14PM",mood,,2/5/2024 12:14:00
Neutral,"February 4, 2024 at 11:24PM",mood,,2/5/2024 13:24:00
Neutral,"February 04, 2024 at 11:34PM",mood,,2/5/2024 13:34:00
Nervous,"February 5, 2024 at 12:30AM",mood,,2/5/2024 14:30:00
Nervous,"February 5, 2024 at 12:59AM",mood,,2/5/2024 14:59:00
Neutral,"February 5, 2024 at 01:59AM",mood,,2/5/2024 15:59:00
Happy,"February 05, 2024 at 03:09AM",mood,,2/5/2024 17:09:00
Neutral,"February 05, 2024 at 05:21AM",mood,,2/5/2024 19:21:00
Neutral,"February 05, 2024 at 08:22PM",mood,,2/6/2024 10:22:00
Nervous,"February 05, 2024 at 08:22PM",mood,,2/6/2024 10:22:00
Neutral,"February 05, 2024 at 09:27PM",mood,,2/6/2024 11:27:00
Neutral,"February 05, 2024 at 11:55PM",mood,,2/6/2024 13:55:00
Neutral,"February 05, 2024 at 11:55PM",mood,,2/6/2024 13:55:00
Happy,"February 06, 2024 at 01:19AM",mood,,2/6/2024 15:19:00
Neutral,"February 06, 2024 at 04:38AM",mood,,2/6/2024 18:38:00
Neutral,"February 06, 2024 at 06:43AM",mood,,2/6/2024 20:43:00
Neutral,"February 06, 2024 at 08:17AM",mood,,2/6/2024 22:17:00
Neutral,"February 6, 2024 at 08:22AM",mood,,2/6/2024 22:22:00
Neutral,"February 06, 2024 at 06:42PM",mood,,2/7/2024 8:42:00
Neutral,"February 6, 2024 at 07:22PM",mood,,2/7/2024 9:22:00
Happy,"February 6, 2024 at 07:29PM",mood,,2/7/2024 9:29:00
Neutral,"February 06, 2024 at 10:41PM",mood,,2/7/2024 12:41:00
Nervous,"February 06, 2024 at 11:47PM",mood,,2/7/2024 13:47:00
Nervous,"February 06, 2024 at 11:47PM",mood,,2/7/2024 13:47:00
Neutral,"February 07, 2024 at 01:08AM",mood,,2/7/2024 15:08:00
Nervous,"February 7, 2024 at 02:02AM",mood,,2/7/2024 16:02:00
Nervous,"February 7, 2024 at 02:34AM",mood,,2/7/2024 16:34:00
Nervous,"February 7, 2024 at 03:50AM",mood,,2/7/2024 17:50:00
Начал терапию,"February 07, 2024 at 04:19AM",note,nervous,2/7/2024 18:19:00
Neutral,"February 7, 2024 at 05:51AM",mood,,2/7/2024 19:51:00
Happy,"February 7, 2024 at 06:57AM",mood,,2/7/2024 20:57:00
Happy,"February 7, 2024 at 07:22AM",mood,,2/7/2024 21:22:00
Happy,"February 7, 2024 at 08:38AM",mood,,2/7/2024 22:38:00
Neutral,"February 7, 2024 at 05:49PM",mood,,2/8/2024 7:49:00
Nervous,"February 7, 2024 at 05:53PM",mood,,2/8/2024 7:53:00
Neutral,"February 07, 2024 at 06:11PM",mood,,2/8/2024 8:11:00
Болела голова ночью,"February 07, 2024 at 06:11PM",note,nervous,2/8/2024 8:11:00
Neutral,"February 7, 2024 at 07:08PM",mood,,2/8/2024 9:08:00
Neutral,"February 07, 2024 at 08:14PM",mood,,2/8/2024 10:14:00
Neutral,"February 07, 2024 at 10:14PM",mood,,2/8/2024 12:14:00
Happy,"February 8, 2024 at 12:53AM",mood,,2/8/2024 14:53:00
Neutral,"February 8, 2024 at 02:11AM",mood,,2/8/2024 16:11:00
Nervous,"February 8, 2024 at 02:11AM",mood,,2/8/2024 16:11:00
Happy,"February 8, 2024 at 02:16AM",mood,,2/8/2024 16:16:00
Neutral,"February 08, 2024 at 05:18AM",mood,,2/8/2024 19:18:00
Happy,"February 8, 2024 at 06:20PM",mood,,2/9/2024 8:20:00
Happy,"February 8, 2024 at 06:35PM",mood,,2/9/2024 8:35:00
Happy,"February 8, 2024 at 06:35PM",mood,,2/9/2024 8:35:00
Happy,"February 8, 2024 at 06:35PM",mood,,2/9/2024 8:35:00
Happy,"February 8, 2024 at 06:36PM",mood,,2/9/2024 8:36:00
Happy,"February 8, 2024 at 06:36PM",mood,,2/9/2024 8:36:00
Happy,"February 8, 2024 at 06:44PM",mood,,2/9/2024 8:44:00
Nervous,"February 08, 2024 at 07:31PM",mood,,2/9/2024 9:31:00
Happy,"February 08, 2024 at 08:18PM",mood,,2/9/2024 10:18:00
Neutral,"February 9, 2024 at 02:10AM",mood,,2/9/2024 16:10:00
Neutral,"February 9, 2024 at 02:34AM",mood,,2/9/2024 16:34:00
Happy,"February 9, 2024 at 02:53AM",mood,,2/9/2024 16:53:00
Happy,"February 9, 2024 at 03:54AM",mood,,2/9/2024 17:54:00
Nervous,"February 9, 2024 at 03:54AM",mood,,2/9/2024 17:54:00
Neutral,"February 09, 2024 at 04:48AM",mood,,2/9/2024 18:48:00
Neutral,"February 9, 2024 at 05:14AM",mood,,2/9/2024 19:14:00
Neutral,"February 09, 2024 at 08:45AM",mood,,2/9/2024 22:45:00
Neutral,"February 09, 2024 at 08:14PM",mood,,2/10/2024 10:14:00
Neutral,"February 9, 2024 at 09:28PM",mood,,2/10/2024 11:28:00
Nervous,"February 9, 2024 at 10:09PM",mood,,2/10/2024 12:09:00
Neutral,"February 10, 2024 at 01:22AM",mood,,2/10/2024 15:22:00
Neutral,"February 10, 2024 at 02:49AM",mood,,2/10/2024 16:49:00
Neutral,"February 10, 2024 at 05:08AM",mood,,2/10/2024 19:08:00
Neutral,"February 10, 2024 at 06:41AM",mood,,2/10/2024 20:41:00
Nervous,"February 10, 2024 at 07:21PM",mood,,2/11/2024 9:21:00
Neutral,"February 10, 2024 at 08:39PM",mood,,2/11/2024 10:39:00
Neutral,"February 10, 2024 at 09:24PM",mood,,2/11/2024 11:24:00
Happy,"February 10, 2024 at 11:19PM",mood,,2/11/2024 13:19:00
Happy,"February 10, 2024 at 11:20PM",mood,,2/11/2024 13:20:00
Happy,"February 10, 2024 at 11:55PM",mood,,2/11/2024 13:55:00
Happy,"February 11, 2024 at 12:55AM",mood,,2/11/2024 14:55:00
Happy,"February 11, 2024 at 01:50AM",mood,,2/11/2024 15:50:00
Neutral,"February 11, 2024 at 05:27AM",mood,,2/11/2024 19:27:00
Поход,"February 11, 2024 at 08:08AM",note,happy,2/11/2024 22:08:00
Nervous,"February 11, 2024 at 08:08AM",mood,,2/11/2024 22:08:00
Neutral,"February 11, 2024 at 05:59PM",mood,,2/12/2024 7:59:00
Nervous,"February 11, 2024 at 06:50PM",mood,,2/12/2024 8:50:00
